id_cliente;nombres;apellidos;tipo_documento;numero_documento;ciudad;departamento;telefono;correo;fecha_registro;segmento;frecuencia_compra; ticket_promedio ;estado
CLI171;María;López Gómez;CC;73607605;Bogotá;Cundinamarca;3131968616;maría.lópez@ferremail.com;25/01/2026;Hogar;Alta;792.577;Activo
CLI172;Diana;Rodríguez López;CC;85013292;Armenia;Quindío;3139640145;diana.rodríguez@ferremail.com;22/04/2026;Hogar;Media;399.551;Activo
CLI173;Carlos;Rodríguez Sánchez;CC;18336900;Manizales;Caldas;3114512664;carlos.rodríguez@ferremail.com;10/05/2025;Hogar;Media;721.692;Activo
CLI174;Fernando;Torres Sánchez;CC;84085474;Medellín;Antioquia;3187210715;fernando.torres@ferremail.com;9/07/2025;Hogar;Baja;117.359;Activo
CLI175;Paula;Gómez López;CC;53570727;Santa Rosa de Cabal;Risaralda;3149324454;paula.gómez@ferremail.com;15/01/2026;Hogar;Media;269.062;Activo
CLI176;Claudia;García López;CC;40590972;Manizales;Caldas;3169878234;claudia.garcía@ferremail.com;2/04/2025;Hogar;Baja;517.660;Activo
CLI177;Diana;Sánchez Rodríguez;CC;62959636;Bogotá;Cundinamarca;3159592974;diana.sánchez@ferremail.com;29/05/2025;Profesional;Media;680.902;Activo
CLI178;Juan;García Rodríguez;CC;58774836;Pereira;Risaralda;3142352144;juan.garcía@ferremail.com;28/04/2026;Hogar;Baja;155.870;Activo
CLI179;Luis;Sánchez García;CC;99809441;Armenia;Quindío;3119985826;luis.sánchez@ferremail.com;21/08/2025;Profesional;Alta;276.553;Activo
CLI180;Pedro;Gómez Torres;CC;20488951;Santa Rosa de Cabal;Risaralda;3183726016;pedro.gómez@ferremail.com;10/05/2025;Hogar;Alta;324.224;Activo
CLI181;Ana;Ramírez García;CC;23331233;Manizales;Caldas;3152727408;ana.ramírez@ferremail.com;20/03/2025;Constructor;Baja;438.647;Activo
CLI182;Carlos;García Gómez;CC;81214087;Medellín;Antioquia;3171487510;carlos.garcía@ferremail.com;12/02/2025;Profesional;Baja;633.858;Activo
CLI183;María;García López;CC;50808249;Bogotá;Cundinamarca;3139791690;maría.garcía@ferremail.com;12/03/2026;Profesional;Baja;669.714;Activo
CLI184;Luisa;García García;CC;71730143;Pereira;Risaralda;3153518638;luisa.garcía@ferremail.com;25/04/2026;Profesional;Alta;168.702;Activo
CLI185;Martha;Ramírez Torres;NIT;57675854;Pereira;Risaralda;3122257008;martha.ramírez@ferremail.com;19/10/2025;Profesional;Media;717.960;Activo
CLI186;Juan;Sánchez Rodríguez;CC;11003171;Armenia;Quindío;3173900737;juan.sánchez@ferremail.com;9/01/2026;Hogar;Baja;89.519;Activo
CLI187;Martha;Rodríguez Gómez;NIT;35192630;Santa Rosa de Cabal;Risaralda;3185264423;martha.rodríguez@ferremail.com;11/11/2025;Profesional;Media;649.720;Activo
CLI188;Sandra;López López;CC;52822943;Manizales;Caldas;3106495671;sandra.lópez@ferremail.com;9/02/2026;Hogar;Media;199.830;Activo
CLI189;Juan;Torres Rodríguez;CC;19935869;Medellín;Antioquia;3179281447;juan.torres@ferremail.com;26/08/2025;Profesional;Baja;471.157;Activo
CLI190;Luisa;Torres Pérez;CC;49501580;Pereira;Risaralda;3118319764;luisa.torres@ferremail.com;8/04/2026;Hogar;Media;588.926;Activo
CLI191;Carlos;Sánchez Ramírez;CC;40779669;Manizales;Caldas;3143164412;carlos.sánchez@ferremail.com;19/12/2025;Profesional;Baja;366.130;Activo
CLI192;Andrés;Sánchez Torres;CC;26413806;Pereira;Risaralda;3173513024;andrés.sánchez@ferremail.com;30/12/2025;Profesional;Alta;320.931;Activo
CLI193;Luisa;Rodríguez Torres;CC;71509503;Bogotá;Cundinamarca;3168288538;luisa.rodríguez@ferremail.com;15/02/2026;Profesional;Alta;541.608;Activo
CLI194;Paula;Pérez Pérez;CC;57380429;Bogotá;Cundinamarca;3185476321;paula.pérez@ferremail.com;13/03/2026;Hogar;Baja;712.111;Activo
CLI195;Diego;Sánchez Pérez;CC;54564078;Medellín;Antioquia;3135742297;diego.sánchez@ferremail.com;20/10/2025;Profesional;Media;284.167;Activo
CLI196;Andrés;Pérez López;CC;64432684;Armenia;Quindío;3103165251;andrés.pérez@ferremail.com;9/08/2025;Profesional;Alta;663.407;Activo
CLI197;Claudia;López López;CC;86655127;Pereira;Risaralda;3113504594;claudia.lópez@ferremail.com;8/06/2025;Hogar;Baja;88.926;Activo
CLI198;Luisa;Pérez Ramírez;CC;25663645;Pereira;Risaralda;3154916643;luisa.pérez@ferremail.com;11/07/2025;Profesional;Alta;287.613;Activo
CLI199;Juan;Sánchez Gómez;CC;17997043;Santa Rosa de Cabal;Risaralda;3189333100;juan.sánchez@ferremail.com;10/06/2025;Hogar;Baja;759.290;Activo
CLI200;Santiago;Sánchez Torres;NIT;76298692;Santa Rosa de Cabal;Risaralda;3136289730;santiago.sánchez@ferremail.com;6/04/2026;Profesional;Media;681.757;Activo
CLI201;Diana;Pérez Gómez;NIT;15720626;Medellín;Antioquia;3127374825;diana.pérez@ferremail.com;4/02/2025;Hogar;Baja;607.100;Activo
CLI202;Diana;López Gómez;CC;71069572;Armenia;Quindío;3156913318;diana.lópez@ferremail.com;22/10/2025;Hogar;Alta;88.920;Activo
CLI203;Sandra;Torres Pérez;CC;37270507;Armenia;Quindío;3186905950;sandra.torres@ferremail.com;25/03/2025;Profesional;Alta;494.013;Activo
CLI204;Paula;Pérez Sánchez;CC;10019675;Bogotá;Cundinamarca;3171486799;paula.pérez@ferremail.com;1/07/2025;Hogar;Alta;446.188;Activo
CLI205;Paula;Torres López;CC;10658003;Pereira;Risaralda;3186028035;paula.torres@ferremail.com;27/06/2025;Hogar;Baja;772.254;Activo
CLI206;Pedro;Ramírez López;CC;40647215;Medellín;Antioquia;3172512760;pedro.ramírez@ferremail.com;14/06/2025;Constructor;Media;543.394;Activo
CLI207;Pedro;García Ramírez;CC;23981528;Medellín;Antioquia;3184498408;pedro.garcía@ferremail.com;10/06/2025;Hogar;Baja;149.350;Activo
CLI208;Claudia;Gómez Gómez;NIT;47192252;Pereira;Risaralda;3184452501;claudia.gómez@ferremail.com;26/06/2025;Profesional;Media;332.813;Activo
CLI209;Ana;Gómez García;CC;44093077;Santa Rosa de Cabal;Risaralda;3116832801;ana.gómez@ferremail.com;24/05/2025;Hogar;Alta;89.286;Activo
CLI210;Paula;Ramírez Ramírez;CC;62499002;Pereira;Risaralda;3126047999;paula.ramírez@ferremail.com;31/08/2025;Profesional;Baja;300.852;Activo
CLI211;Ana;López López;CC;84652023;Medellín;Antioquia;3157285939;ana.lópez@ferremail.com;2/04/2025;Hogar;Alta;309.768;Activo
CLI212;Ana;Gómez Rodríguez;CC;22756935;Armenia;Quindío;3101443945;ana.gómez@ferremail.com;15/05/2026;Profesional;Baja;199.635;Activo
CLI213;Juan;Rodríguez Martínez;CC;44829066;Armenia;Quindío;3179511383;juan.rodríguez@ferremail.com;21/04/2026;Profesional;Alta;281.716;Activo
CLI214;Claudia;Torres Ramírez;CC;53391803;Armenia;Quindío;3152256715;claudia.torres@ferremail.com;21/01/2026;Hogar;Baja;293.260;Activo
CLI215;Carlos;Rodríguez Ramírez;CC;28737371;Santa Rosa de Cabal;Risaralda;3163710527;carlos.rodríguez@ferremail.com;8/01/2025;Constructor;Baja;766.084;Activo
CLI216;Sandra;Pérez Pérez;CC;106007691;Manizales;Caldas;3161578688;sandra.pérez@ferremail.com;4/03/2025;Hogar;Alta;397.501;Activo
CLI217;Pedro;López Pérez;NIT;35698550;Manizales;Caldas;3145990488;pedro.lópez@ferremail.com;11/05/2025;Profesional;Alta;541.121;Activo
CLI218;Sandra;García Martínez;CC;71963740;Santa Rosa de Cabal;Risaralda;3132027557;sandra.garcía@ferremail.com;10/03/2026;Hogar;Alta;762.849;Activo
CLI219;Luis;Torres García;CC;39012949;Manizales;Caldas;3148556855;luis.torres@ferremail.com;6/08/2025;Hogar;Alta;562.387;Activo
CLI220;María;Martínez Rodríguez;CC;73349631;Bogotá;Cundinamarca;3107888260;maría.martínez@ferremail.com;18/04/2025;Hogar;Baja;314.746;Activo
CLI221;Juan;López Rodríguez;CC;26394487;Armenia;Quindío;3162153224;juan.lópez@ferremail.com;28/05/2025;Hogar;Baja;766.111;Activo
CLI222;Carlos;López Torres;CC;81415950;Medellín;Antioquia;3127169912;carlos.lópez@ferremail.com;27/04/2025;Hogar;Media;206.339;Activo
CLI223;María;Sánchez Torres;CC;47516108;Pereira;Risaralda;3125058848;maría.sánchez@ferremail.com;14/05/2025;Profesional;Baja;603.098;Activo
CLI224;Pedro;Ramírez Pérez;CC;38398068;Bogotá;Cundinamarca;3122021469;pedro.ramírez@ferremail.com;30/11/2025;Hogar;Alta;159.544;Activo
CLI225;Martha;Pérez Sánchez;CC;96708216;Manizales;Caldas;3128818114;martha.pérez@ferremail.com;2/03/2026;Profesional;Alta;723.814;Activo
CLI226;Claudia;Torres Sánchez;CC;53332370;Armenia;Quindío;3173409381;claudia.torres@ferremail.com;13/03/2026;Profesional;Alta;157.888;Activo
CLI227;Paula;Torres García;CC;90183226;Bogotá;Cundinamarca;3186445315;paula.torres@ferremail.com;9/03/2025;Constructor;Media;363.912;Activo
CLI228;Santiago;Pérez Torres;NIT;15051646;Medellín;Antioquia;3101575919;santiago.pérez@ferremail.com;7/06/2025;Hogar;Baja;347.231;Activo
CLI229;Ana;García García;CC;91061139;Medellín;Antioquia;3121401067;ana.garcía@ferremail.com;21/02/2026;Profesional;Alta;771.496;Activo
CLI230;Luisa;Gómez Rodríguez;CC;49824448;Medellín;Antioquia;3164177902;luisa.gómez@ferremail.com;28/02/2026;Hogar;Media;331.822;Activo
CLI231;Carlos;López Pérez;CC;37090738;Bogotá;Cundinamarca;3133770742;carlos.lópez@ferremail.com;31/03/2026;Hogar;Media;575.083;Activo
CLI232;Carlos;Pérez Rodríguez;CC;27811802;Santa Rosa de Cabal;Risaralda;3106547094;carlos.pérez@ferremail.com;26/02/2026;Hogar;Alta;177.584;Activo
CLI233;Luis;Pérez Ramírez;CC;13830121;Santa Rosa de Cabal;Risaralda;3182353324;luis.pérez@ferremail.com;29/08/2025;Profesional;Media;731.404;Activo
CLI234;Martha;Gómez Pérez;CC;88369648;Bogotá;Cundinamarca;3177722090;martha.gómez@ferremail.com;8/02/2026;Hogar;Media;429.940;Activo
CLI235;Juan;Pérez Torres;CC;24226224;Santa Rosa de Cabal;Risaralda;3103392919;juan.pérez@ferremail.com;4/10/2025;Hogar;Baja;331.478;Activo
CLI236;Diego;Martínez Gómez;CC;57718418;Armenia;Quindío;3176845447;diego.martínez@ferremail.com;21/03/2026;Profesional;Alta;219.919;Activo
CLI237;Andrés;Sánchez García;CC;58968538;Bogotá;Cundinamarca;3167281646;andrés.sánchez@ferremail.com;3/08/2025;Hogar;Media;459.953;Activo
CLI238;Paula;Gómez López;CC;21044590;Armenia;Quindío;3176059667;paula.gómez@ferremail.com;23/04/2025;Hogar;Media;175.378;Activo
CLI239;Juan;Sánchez Rodríguez;CC;106292968;Pereira;Risaralda;3116670706;juan.sánchez@ferremail.com;27/11/2025;Profesional;Media;491.249;Activo
CLI240;Santiago;Torres Torres;CC;76994946;Armenia;Quindío;3151470529;santiago.torres@ferremail.com;3/04/2025;Hogar;Media;223.047;Activo
CLI241;María;Torres Martínez;CC;104027062;Medellín;Antioquia;3149201428;maría.torres@ferremail.com;3/03/2025;Profesional;Baja;256.440;Activo
CLI242;Fernando;Torres Pérez;CC;31444021;Manizales;Caldas;3117674851;fernando.torres@ferremail.com;9/04/2025;Hogar;Alta;712.148;Activo
CLI243;Ana;Rodríguez Martínez;CC;82010923;Santa Rosa de Cabal;Risaralda;3161719407;ana.rodríguez@ferremail.com;9/06/2025;Hogar;Alta;348.821;Activo
CLI244;Paula;Gómez Ramírez;CC;55570487;Armenia;Quindío;3146193734;paula.gómez@ferremail.com;15/07/2025;Hogar;Alta;768.736;Activo
CLI245;Luis;Martínez Rodríguez;CC;56705646;Manizales;Caldas;3106752613;luis.martínez@ferremail.com;5/03/2025;Profesional;Media;752.847;Activo
CLI246;Martha;Pérez Gómez;CC;57715952;Medellín;Antioquia;3116217092;martha.pérez@ferremail.com;18/02/2026;Hogar;Baja;769.122;Activo
CLI247;Andrés;López Pérez;NIT;43931226;Pereira;Risaralda;3124033349;andrés.lópez@ferremail.com;11/11/2025;Hogar;Alta;728.521;Activo
CLI248;Pedro;García García;CC;38465797;Armenia;Quindío;3117049850;pedro.garcía@ferremail.com;7/03/2026;Hogar;Alta;79.500;Activo
CLI249;Martha;Pérez López;NIT;49206376;Santa Rosa de Cabal;Risaralda;3112581420;martha.pérez@ferremail.com;8/12/2025;Hogar;Baja;70.098;Activo
CLI250;Pedro;Rodríguez Martínez;CC;41981908;Bogotá;Cundinamarca;3147758699;pedro.rodríguez@ferremail.com;19/05/2025;Profesional;Baja;644.219;Activo
CLI251;Fernando;Martínez Rodríguez;CC;14889084;Santa Rosa de Cabal;Risaralda;3127049531;fernando.martínez@ferremail.com;4/12/2025;Profesional;Alta;195.767;Activo
CLI252;Luisa;García Sánchez;CC;45259675;Medellín;Antioquia;3101239779;luisa.garcía@ferremail.com;9/01/2026;Hogar;Baja;152.212;Activo
CLI253;Luisa;Pérez Pérez;CC;49770506;Armenia;Quindío;3146333968;luisa.pérez@ferremail.com;3/07/2025;Hogar;Media;180.761;Activo
CLI254;Sandra;Gómez Martínez;CC;62559151;Armenia;Quindío;3132143647;sandra.gómez@ferremail.com;11/03/2025;Profesional;Media;617.093;Activo
CLI255;Juan;Ramírez Sánchez;CC;58427722;Santa Rosa de Cabal;Risaralda;3122162189;juan.ramírez@ferremail.com;7/08/2025;Hogar;Baja;304.334;Activo
CLI256;Diego;López Sánchez;NIT;65725103;Santa Rosa de Cabal;Risaralda;3178085904;diego.lópez@ferremail.com;3/12/2025;Constructor;Baja;584.798;Activo
CLI257;Luisa;García Sánchez;CC;44761183;Bogotá;Cundinamarca;3151217770;luisa.garcía@ferremail.com;19/11/2025;Profesional;Media;360.093;Activo
CLI258;Fernando;Rodríguez Torres;CC;109664567;Bogotá;Cundinamarca;3182826525;fernando.rodríguez@ferremail.com;30/10/2025;Constructor;Media;292.647;Activo
CLI259;María;Ramírez Sánchez;CC;65456322;Santa Rosa de Cabal;Risaralda;3131402980;maría.ramírez@ferremail.com;1/01/2025;Hogar;Alta;62.727;Activo
CLI260;Diana;Torres Gómez;CC;95272769;Santa Rosa de Cabal;Risaralda;3116553535;diana.torres@ferremail.com;17/09/2025;Hogar;Media;269.415;Activo
CLI261;Santiago;Rodríguez Martínez;CC;88665231;Pereira;Risaralda;3173681206;santiago.rodríguez@ferremail.com;11/06/2025;Profesional;Media;781.019;Activo
CLI262;Ana;Ramírez Rodríguez;CC;105488903;Bogotá;Cundinamarca;3173332214;ana.ramírez@ferremail.com;27/01/2025;Hogar;Baja;529.492;Activo
CLI263;Juan;Gómez Torres;CC;20390284;Medellín;Antioquia;3129843026;juan.gómez@ferremail.com;9/11/2025;Profesional;Baja;298.710;Activo
CLI264;Fernando;López Ramírez;CC;61929747;Pereira;Risaralda;3112195885;fernando.lópez@ferremail.com;15/05/2026;Hogar;Baja;66.101;Activo
CLI265;Claudia;López Sánchez;CC;20196894;Bogotá;Cundinamarca;3115363089;claudia.lópez@ferremail.com;5/09/2025;Profesional;Baja;289.160;Activo
CLI266;María;Torres Gómez;CC;77009689;Pereira;Risaralda;3156134544;maría.torres@ferremail.com;9/12/2025;Profesional;Alta;186.277;Activo
CLI267;Luis;Torres Torres;CC;97588498;Santa Rosa de Cabal;Risaralda;3114641771;luis.torres@ferremail.com;28/03/2026;Profesional;Baja;504.146;Activo
CLI268;Carlos;Gómez Pérez;CC;91132210;Medellín;Antioquia;3107985945;carlos.gómez@ferremail.com;17/02/2026;Hogar;Baja;64.760;Activo
CLI269;Claudia;Sánchez García;CC;53531276;Medellín;Antioquia;3105705815;claudia.sánchez@ferremail.com;30/12/2025;Hogar;Baja;598.328;Activo
CLI270;María;García López;CC;92245259;Medellín;Antioquia;3103901092;maría.garcía@ferremail.com;31/10/2025;Hogar;Alta;611.202;Activo
CLI271;Fernando;Rodríguez Martínez;CC;100645371;Santa Rosa de Cabal;Risaralda;3116532388;fernando.rodríguez@ferremail.com;1/02/2026;Hogar;Media;363.567;Activo
CLI272;Juan;Pérez Pérez;CC;74384099;Medellín;Antioquia;3164360492;juan.pérez@ferremail.com;11/06/2025;Hogar;Baja;329.521;Activo
CLI273;Luis;Pérez García;CC;60316725;Santa Rosa de Cabal;Risaralda;3131164074;luis.pérez@ferremail.com;15/08/2025;Profesional;Alta;161.365;Activo
CLI274;Diana;García García;NIT;93011541;Santa Rosa de Cabal;Risaralda;3131737954;diana.garcía@ferremail.com;13/02/2026;Profesional;Media;775.728;Activo
CLI275;Sandra;López Ramírez;CC;21368856;Armenia;Quindío;3153535232;sandra.lópez@ferremail.com;6/12/2025;Hogar;Baja;358.384;Activo
CLI276;Paula;Pérez García;CC;42557230;Bogotá;Cundinamarca;3189811940;paula.pérez@ferremail.com;14/05/2025;Hogar;Alta;49.336;Activo
CLI277;Diego;Sánchez López;CC;45002379;Manizales;Caldas;3149278499;diego.sánchez@ferremail.com;6/04/2026;Constructor;Baja;204.626;Activo
CLI278;Fernando;Ramírez Gómez;CC;52495479;Medellín;Antioquia;3155371047;fernando.ramírez@ferremail.com;14/07/2025;Profesional;Alta;112.769;Activo
CLI279;Paula;Sánchez López;NIT;32438280;Medellín;Antioquia;3177500785;paula.sánchez@ferremail.com;27/11/2025;Constructor;Media;652.336;Activo
CLI280;Pedro;Sánchez Torres;CC;10308617;Manizales;Caldas;3126087692;pedro.sánchez@ferremail.com;30/06/2025;Profesional;Baja;289.150;Activo
CLI281;Luisa;Gómez Gómez;NIT;49747799;Bogotá;Cundinamarca;3189741022;luisa.gómez@ferremail.com;4/05/2026;Profesional;Media;390.416;Activo
CLI282;Diana;López López;CC;67182455;Bogotá;Cundinamarca;3104877809;diana.lópez@ferremail.com;26/02/2026;Profesional;Baja;104.703;Activo
CLI283;Pedro;García García;CC;106251453;Bogotá;Cundinamarca;3113664749;pedro.garcía@ferremail.com;1/02/2026;Hogar;Baja;587.815;Activo
CLI284;Diana;Gómez Gómez;NIT;61079500;Pereira;Risaralda;3157928655;diana.gómez@ferremail.com;9/03/2025;Constructor;Baja;358.365;Activo
CLI285;Luis;García Torres;NIT;95235670;Bogotá;Cundinamarca;3156629905;luis.garcía@ferremail.com;3/06/2025;Hogar;Baja;280.220;Activo
CLI286;María;García Rodríguez;NIT;86423687;Medellín;Antioquia;3177039523;maría.garcía@ferremail.com;10/05/2026;Hogar;Baja;434.758;Activo
CLI287;Carlos;López Ramírez;CC;59207388;Bogotá;Cundinamarca;3186265481;carlos.lópez@ferremail.com;5/02/2025;Hogar;Media;301.854;Activo
CLI288;Andrés;Ramírez Ramírez;CC;53428295;Manizales;Caldas;3158842680;andrés.ramírez@ferremail.com;15/12/2025;Hogar;Alta;425.513;Activo
CLI289;María;Pérez Ramírez;NIT;84504737;Manizales;Caldas;3109343199;maría.pérez@ferremail.com;30/03/2025;Profesional;Alta;553.459;Activo
CLI290;Diana;Martínez Martínez;NIT;72803546;Pereira;Risaralda;3102094316;diana.martínez@ferremail.com;26/04/2025;Hogar;Alta;793.210;Activo
CLI291;Paula;Gómez Rodríguez;NIT;20117273;Medellín;Antioquia;3132035891;paula.gómez@ferremail.com;9/12/2025;Profesional;Baja;291.400;Activo
CLI292;Andrés;Gómez Gómez;CC;15277420;Santa Rosa de Cabal;Risaralda;3132760511;andrés.gómez@ferremail.com;19/05/2025;Profesional;Alta;435.842;Activo
CLI293;Ana;Martínez Martínez;CC;92009390;Pereira;Risaralda;3177353300;ana.martínez@ferremail.com;7/04/2026;Profesional;Media;330.001;Activo
CLI294;Diana;Ramírez Torres;CC;10225391;Bogotá;Cundinamarca;3185608474;diana.ramírez@ferremail.com;20/11/2025;Hogar;Baja;382.916;Activo
CLI295;Carlos;Ramírez Ramírez;CC;44356387;Pereira;Risaralda;3175467223;carlos.ramírez@ferremail.com;5/05/2026;Constructor;Media;667.096;Activo
CLI296;Diego;García Ramírez;CC;37148868;Bogotá;Cundinamarca;3144314344;diego.garcía@ferremail.com;9/11/2025;Profesional;Media;516.965;Activo
CLI297;Juan;Ramírez Sánchez;CC;53338836;Medellín;Antioquia;3137330034;juan.ramírez@ferremail.com;8/12/2025;Profesional;Media;171.538;Activo
CLI298;Luis;Torres García;CC;78208441;Pereira;Risaralda;3148232024;luis.torres@ferremail.com;22/04/2025;Constructor;Media;502.488;Activo
CLI299;Martha;Pérez López;NIT;28246135;Bogotá;Cundinamarca;3144410580;martha.pérez@ferremail.com;1/04/2026;Profesional;Baja;720.406;Activo
CLI300;Pedro;Rodríguez Torres;CC;24749151;Pereira;Risaralda;3155445818;pedro.rodríguez@ferremail.com;9/02/2026;Profesional;Alta;455.928;Activo
